"Activity Date","Name","Address","City","Description"
10/14/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/14/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/14/2020,"VENUS THREADING AND WAXING","1213 E HUNTINGTON DR ","DUARTE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/14/2020,"STU MILLER SEASONAL ADVENTURES","1010 W AVE L AVE ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/14/2020,"HOLLYWOOD BURGER","6250 HOLLYWOOD BLVD # 100","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/13/2020,"OYO HOTEL","217 PALMDALE BLVD","PALMDALE","HOTEL (21-50) ROOMS"
10/13/2020,"COMMERCE CASINO","6131 TELEGRAPH RD ","COMMERCE","CARDROOMS/ CASINOS/ BINGO"
10/13/2020,"DEL FRISCO'S DOUBLE EAGLE STEAKHOUSE","10250 SANTA MONICA BLVD # 1700","LOS ANGELES","RESTAURANT (151 + ) SEATS HIGH RISK"
10/12/2020,"SHERWOOD MOTEL","1331 E PALMDALE BLVD ","PALMDALE","HOTEL (21-50) ROOMS"
10/11/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/11/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/11/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/11/2020,"TACOS N MICHES","12913 PHILADELPHIA ST","WHITTIER","RESTAURANT (31-60) SEATS HIGH RISK"
10/11/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/10/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/10/2020,"URUAPAN RESTAURANT BAR & GRI","13310 RAMONA BLVD STE A","BALDWIN PARK","RESTAURANT (151 + ) SEATS HIGH RISK"
10/10/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/10/2020,"SWEETWATER SPRINGS RANCH","11727 MINT CANYON RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/10/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
10/10/2020,"TORRANCE BATTING CAGES","2300 JEFFERSON ST ","TORRANCE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/10/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/09/2020,"SPEARMINT RHINO","15411 E VALLEY BLVD ","LA PUENTE","RESTAURANT (151 + ) SEATS LOW RISK"
10/09/2020,"WESTSIDE TAN","43557 W 13TH ST ","LANCASTER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/09/2020,"CLUB PILATES CERRITOS","11900 SOUTH ST 120 ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
10/09/2020,"BLACK STAR BURGER","351 N FAIRFAX AVE","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/08/2020,"WINGSTOP","1075 N WESTERN AVE # 107","LOS ANGELES","RESTAURANT (0-30) SEATS MODERATE RISK"
10/08/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/08/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/08/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
10/07/2020,"CILANTRO","247 N BRAND BLVD","GLENDALE","RESTAURANT (0-30) SEATS HIGH RISK"
10/06/2020,"TORRANCE BATTING CAGES","2300 JEFFERSON ST ","TORRANCE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/06/2020,"THE FUN HOUSE BARBER SHOP","524 N LA BREA AVE ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
10/06/2020,"COURTYARD BY MARRIOTT","530 W RANCHO VISTA BLVD ","PALMDALE","HOTEL (51-100) ROOMS"
10/06/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/06/2020,"SUN STUDIO LA","4270 LINCOLN BLVD ","MARINA DEL REY","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/05/2020,"PALM BEACH TAN","12013 WILSHIRE BLVD ","BRENTWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/05/2020,"THE STAND                     ","17000 VENTURA BLVD 104","ENCINO","RESTAURANT (151 + ) SEATS HIGH RISK"
10/04/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
10/04/2020,"BEST WESTERN JOHNJAY INN&SUI","600 W PALMDALE BLVD ","PALMDALE","HOTEL (51-100) ROOMS"
10/04/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/04/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/04/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/04/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/03/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/03/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/03/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/02/2020,"THE MINT                    ","6010 W PICO BLVD ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/02/2020,"MIKOMI SUSHI                  ","414 S MYRTLE AVE ","MONROVIA","RESTAURANT (61-150) SEATS HIGH RISK"
10/02/2020,"HEIDI DUCKLER DANCE (BALDWIN HILLS OVERLOOK )","6300 HETZLER RD ","CULVER CITY","UNREGULATED FACILITY (COVID-19 HOO)"
10/02/2020,"LONDON GASTROPUB            ","419 S MYRTLE AVE ","MONROVIA","RESTAURANT (31-60) SEATS HIGH RISK"
10/02/2020,"LA MICHOACANA DELUXE","4161 TWEEDY BLVD # C","SOUTH GATE","RESTAURANT (0-30) SEATS MODERATE RISK"
10/02/2020,"GRAND CENTRAL COMEDY","308 S HILL ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
10/02/2020,"PERFORMANCE ATHLETIC CENTER","1599 MONTE VISTA AVE ","CLAREMONT","GYMS AND FITNESS CENTERS (NO POOL)"
10/01/2020,"PENINSULA PET CLINIC (SAN PEDRO)","1450 W 25TH ST ","SAN PEDRO","UNREGULATED FACILITY (COVID-19 HOO)"
09/30/2020,"FOOTHILL FOODMART             ","6360 FOOTHILL BLVD ","PANORAMA CITY","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
09/30/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
09/30/2020,"FRANK & SON COLLECTIBLE SHOW","17835 E GALE AVE ","ROWLAND HEIGHTS","SHOPPING MALLS"
09/29/2020,"FLIGHT SCHOOL GYMNASTICS","503 VAN NESS AVENUE AVE ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
09/29/2020,"THE CRAB SHACK","15460 S WESTERN AVE # 101","GARDENA","RESTAURANT (61-150) SEATS HIGH RISK"
09/29/2020,"HOLIDAY INN EXPRESS","43719 17TH ST W ","LANCASTER","HOTEL (51-100) ROOMS"
09/29/2020,"DAMCO DISTRIBUTION SERVICES INC.","12801 EXCELSIOR DR ","SANTA FE SPRINGS","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
09/28/2020,"COMMODITY FORWARDERS,INC","11101 S LA CIENEGA BLVD ","LOS ANGELES","FOOD WAREHOUSE (1-4,999) SQ. FT."
09/28/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/27/2020,"HOMEWOOD SUITES LANCASTER","2320 DOUBLE PLAY WAY","LANCASTER","HOTEL (51-100) ROOMS"
09/27/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
09/27/2020,"HAMPTON INN LANCASTER","2300 DOUBLE PLAY WAY","LANCASTER","HOTEL (51-100) ROOMS"
09/27/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
09/27/2020,"CITY OF LIGHTS CHURCH","1110 S VICTORY BLVD ","BURBANK","PLACES OF WORSHIP"
09/27/2020,"IGLESIA PENTECOSTES MAS QUE VENCEDORES","541 ALVARADO ST S ","LOS ANGELES","PLACES OF WORSHIP"
09/27/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
09/26/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
09/26/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
09/25/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/23/2020,"BELLAIRE BANQUET HALL","7348 BELLAIRE AVE","NORTH HOLLYWOOD","RESTAURANT (151 + ) SEATS HIGH RISK"
09/22/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/22/2020,"PRIME TIME BASKETBALL ASSOCIATION","16101 OLD VALLEY BLVD ","LA PUENTE","GYMS AND FITNESS CENTERS (NO POOL)"
09/22/2020,"MEDIA CITY SUN","249 E PALM AVE ","BURBANK","UNREGULATED FACILITY (COVID-19 HOO)"
09/20/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/20/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
09/20/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
09/20/2020,"CITY OF LIGHTS CHURCH","1110 S VICTORY BLVD ","BURBANK","PLACES OF WORSHIP"
09/20/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
09/19/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
09/19/2020,"BELLAIRE BANQUET HALL","7348 BELLAIRE AVE","NORTH HOLLYWOOD","RESTAURANT (151 + ) SEATS HIGH RISK"
09/19/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
09/19/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
09/19/2020,"YAN LONG BADMINTON CLUB","4800 RIVERGRADE RD SUITE B ","IRWINDALE","GYMS AND FITNESS CENTERS (NO POOL)"
09/19/2020,"THE CAMP TRANSFORMATION CENTER","7503 ATLANTIC AVE ","CUDAHY","GYMS AND FITNESS CENTERS (NO POOL)"
09/19/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
09/19/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
09/18/2020,"AMERICANA AT BRAND","889 AMERICANA WAY ","GLENDALE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/18/2020,"SUN STUDIO LA","4270 LINCOLN BLVD ","MARINA DEL REY","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
09/17/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
09/17/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
09/17/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
09/17/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
09/16/2020,"UPS","1201 W OLYMPIC BLVD ","LOS ANGELES","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
09/16/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
09/16/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
09/16/2020,"SELECTO MALL","1816 W 6TH ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
09/16/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
09/16/2020,"UNITED PARCEL SERVICE","13233 MOORE ST ","CERRITOS","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
09/14/2020,"TARZANA TREATMENT CENTER","18646 OXNARD ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
09/13/2020,"FAIRPLEX CHEVRON            ","1515 FAIRPLEX DR ","POMONA","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
09/13/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
09/13/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/13/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
09/13/2020,"SHEPHERD CHURCH AGUA DULCE","34709 AGUA DULCE CANYON RD ","AGUA DULCE","PLACES OF WORSHIP"
09/12/2020,"PERFORMANCE ATHLETIC CENTER","1599 MONTE VISTA AVE ","CLAREMONT","GYMS AND FITNESS CENTERS (NO POOL)"
09/12/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
09/12/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/12/2020,"PRIME TIME BASKETBALL ASSOCIATION","16101 OLD VALLEY BLVD ","LA PUENTE","GYMS AND FITNESS CENTERS (NO POOL)"
09/11/2020,"YAN LONG BADMINTON CLUB","4800 RIVERGRADE RD SUITE B ","IRWINDALE","GYMS AND FITNESS CENTERS (NO POOL)"
09/09/2020,"TARZANA TREATMENT CENTER","18646 OXNARD ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
09/06/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
09/06/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
09/06/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/06/2020,"PERFORMANCE ATHLETIC CENTER","1599 MONTE VISTA AVE ","CLAREMONT","GYMS AND FITNESS CENTERS (NO POOL)"
09/06/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
09/06/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
09/06/2020,"SHEPHERD CHURCH AGUA DULCE","34709 AGUA DULCE CANYON RD ","AGUA DULCE","PLACES OF WORSHIP"
09/06/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
09/06/2020,"TRIAD FITNESS GYM","360 N CITRUS AVE ","AZUSA","GYMS AND FITNESS CENTERS (NO POOL)"
09/06/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"PLAZA LIQUOR","1546 W CARSON ST ","TORRANCE","FOOD MKT RETAIL (1-1,999 SF) LOW RISK"
09/05/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
09/05/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"HELEN'S LIQUOR & DELI       ","12512 S ATLANTIC AVE ","LYNWOOD","FOOD MKT RETAIL (1-1,999 SF) LOW RISK"
09/05/2020,"CRUNCH FITNESS","1020 COMMERCE CENTER DR ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"PRIME TIME BASKETBALL ASSOCIATION","16101 OLD VALLEY BLVD ","LA PUENTE","GYMS AND FITNESS CENTERS (NO POOL)"
09/05/2020,"TRIAD FITNESS GYM","360 N CITRUS AVE ","AZUSA","GYMS AND FITNESS CENTERS (NO POOL)"
09/04/2020,"LA POUBELLE                 ","5907 FRANKLIN AVE ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
09/02/2020,"LUCKY STAR #2               ","15109 S PRAIRIE AVE ","LAWNDALE","RESTAURANT (61-150) SEATS HIGH RISK"
09/02/2020,"GO KART WORLD","21830 RECREATION RD ","CARSON","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/02/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
08/30/2020,"IGLESIA DEL DIOS VIVO","3606 E AVE I ","LANCASTER","PLACES OF WORSHIP"
08/30/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
08/30/2020,"SHEPHERD CHURCH AGUA DULCE","34709 AGUA DULCE CANYON RD ","AGUA DULCE","PLACES OF WORSHIP"
08/30/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
08/30/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
08/30/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
08/30/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
08/30/2020,"CALVARY CHAPEL SUN VALLEY","10335 LA TUNA CNYN RD ","SUN VALLEY","PLACES OF WORSHIP"
08/30/2020,"CRUNCH FITNESS","1020 COMMERCE CENTER DR ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
08/29/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
08/29/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
08/29/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
08/29/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
08/29/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"